"client_id","sessionId","datetime","status","category"
237723095919,"1af2a994-0039-4d92-bb78-c217a50ab82a",05-04-2021 05:50:15,CORRECT,default
237650241603,"148b3ffb-ee4c-4f5b-9098-436993a0ade0",05-04-2021 05:50:18,CORRECT,default
237613554852,"84a0ac11-f876-4e16-9b3d-b548f809eb46",05-16-2021 12:47:18,CORRECT,otp-login
237412528821,"79396f39-b31a-465b-91f6-1c7f2a08dfe8",05-04-2021 05:50:19,CORRECT,operation-name_web
237178873863,c624f6cd-54ef-4099-b433-cd80f4071301,05-04-2021 05:50:21,CORRECT,otp-login
238806297297,b2dd7717-42d9-4639-88b9-14e03d17a15f,05-16-2021 12:47:20,CORRECT,operation-name_web
238519442889,"7fb5144e-458f-4556-a624-c2c4b6920b3f",05-04-2021 05:50:21,CORRECT,transfer_card_web
237605558232,"0526af9f-2b8b-404e-a0f4-38c9f08bd753",05-04-2021 05:50:22,CORRECT,otp-login
237629095137,"01c2df68-dddc-4e4b-b380-29874c2da50e",05-16-2021 12:47:22,CORRECT,otp-login
237156196437,"5088390c-2552-41d1-9585-07b07f71807c",05-04-2021 05:50:23,CORRECT,otp-login
237667509825,cc44ede8-c563-4c1a-9dbf-4687e26830cb,05-04-2021 05:50:27,CORRECT,operation-name_web
239465641809,"5dec4511-9e56-4d77-8e05-5f881bec59d1",05-16-2021 12:47:22,CORRECT,otp-login
237268061598,"053c9373-f617-440a-b41d-8348002411a4",05-04-2021 05:50:27,CORRECT,default
237679532070,b55c7bbb-70d9-4043-b1af-98b7604772cc,05-04-2021 05:50:31,CORRECT,otp-login
238595209851,b1d2f7a4-f67a-4bcc-8e88-04ba7d752458,05-16-2021 12:47:23,CORRECT,default
237663195819,"211ee779-0656-4a06-a03d-f01d752c7d93",05-04-2021 05:50:37,CORRECT,otp-login
237398636070,c0f52e23-2d3d-443b-9b1f-e0ad1ddb2e71,05-16-2021 12:47:26,CORRECT,otp-login
237788391768,f8fb0b85-e525-4fcf-b242-791c35a3c20b,05-04-2021 05:50:41,CORRECT,payment_card_web
238566466065,"72763a5a-542b-4fc9-bc51-6a99eaa96d56",05-04-2021 05:50:45,CORRECT,otp-login
239897436507,"94d538de-660d-4fa9-a845-93ad7efa80c0",05-16-2021 12:47:28,CORRECT,otp-login
237079089330,b470e31f-58ab-4c6f-8ea8-cc1bd77cae39,05-04-2021 05:50:49,CORRECT,otp-login
237637630284,"5d5dc8eb-9a45-4ac7-a567-9d2a0bdd2fdf",05-04-2021 05:50:50,CORRECT,transfer-free_acc_web
238925120940,b999d32c-658c-4499-a9f7-b18f07cdee64,05-16-2021 12:47:29,CORRECT,otp-login
237131459625,"4ae40253-7e26-4ca3-8ebc-d8094b03823f",05-04-2021 05:50:50,CORRECT,otp-login
237117152205,aa979c7f-1d3d-4495-be3f-59ad3e30d1dc,05-04-2021 05:50:51,CORRECT,otp-login
237407320389,"8c6563e8-3dca-4e70-ad13-5578f043c2a6",05-16-2021 12:47:29,CORRECT,otp-login
